Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
540308,71053,WHITE METAL LANTERN,50,2026-05-19 17:04:00,4.44,15894,Germany
540309,71053,WHITE METAL LANTERN,26,2026-05-17 10:24:00,5.48,14931,Germany
540310,22633,HAND WARMER UNION JACK,4,2026-05-07 15:37:00,3.19,17503,France
540311,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2026-05-23 02:18:00,9.08,15027,Germany
540312,22633,HAND WARMER UNION JACK,27,2026-05-01 23:31:00,2.83,14700,Germany
540313,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-05-06 03:25:00,3.92,14754,Spain
540314,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-05-14 16:07:00,7.14,16646,Italy
540315,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2026-05-10 18:14:00,2.5,13375,Italy
540316,71053,WHITE METAL LANTERN,37,2026-05-06 19:34:00,4.75,16444,Germany
540317,22633,HAND WARMER UNION JACK,16,2026-05-08 10:46:00,6.14,12225,France
540318,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2026-05-05 06:57:00,9.35,13127,Spain
540319,84406B,CREAM CUPID HEARTS COAT HANGER,26,2026-05-26 07:32:00,4.47,15442,UK
540320,22633,HAND WARMER UNION JACK,18,2026-05-13 09:17:00,7.97,13917,Germany
540321,22633,HAND WARMER UNION JACK,4,2026-05-17 00:37:00,3.48,15002,France
540322,84406B,CREAM CUPID HEARTS COAT HANGER,43,2026-05-11 19:49:00,9.63,13559,UK
540323,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-05-03 00:25:00,9.01,17784,Italy
540324,22633,HAND WARMER UNION JACK,3,2026-05-10 17:17:00,3.37,14312,Spain
540325,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,2026-05-24 11:19:00,3.18,17347,UK
540326,84406B,CREAM CUPID HEARTS COAT HANGER,12,2026-05-21 13:41:00,9.89,16047,France
540327,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-05-05 21:26:00,5.57,12993,France
540328,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2026-05-20 20:59:00,6.24,14142,Spain
540329,71053,WHITE METAL LANTERN,11,2026-05-10 19:38:00,8.52,12683,UK
540330,84406B,CREAM CUPID HEARTS COAT HANGER,18,2026-05-12 07:13:00,4.79,16919,France
540331,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-05-25 15:52:00,1.61,14861,Spain
540332,22633,HAND WARMER UNION JACK,11,2026-05-13 20:15:00,1.42,14736,Spain
540333,71053,WHITE METAL LANTERN,5,2026-05-25 11:31:00,9.6,15054,France
540334,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2026-05-06 09:56:00,1.93,16923,Germany
540335,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-05-01 08:08:00,9.09,17014,UK
540336,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2026-05-14 13:16:00,1.16,12613,Spain
540337,22633,HAND WARMER UNION JACK,24,2026-05-14 09:29:00,5.69,17987,UK
540338,71053,WHITE METAL LANTERN,38,2026-05-25 14:50:00,4.27,15634,Spain
540339,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2026-05-07 19:37:00,2.8,12273,France
540340,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-05-16 22:33:00,9.27,17844,Germany
540341,22633,HAND WARMER UNION JACK,29,2026-05-09 00:26:00,1.11,14317,France
540342,71053,WHITE METAL LANTERN,2,2026-05-06 04:37:00,1.48,12665,Spain
540343,22633,HAND WARMER UNION JACK,6,2026-05-05 06:45:00,5.87,15041,Italy
540344,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2026-05-12 14:45:00,1.58,14478,UK
540345,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-05-17 12:36:00,7.99,12380,Germany
540346,71053,WHITE METAL LANTERN,10,2026-05-05 09:57:00,5.49,13077,Spain
540347,71053,WHITE METAL LANTERN,43,2026-05-14 18:12:00,4.37,12576,UK
540348,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-05-05 19:26:00,7.15,15215,Italy
540349,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-05-26 05:24:00,1.75,16211,Germany
540350,84406B,CREAM CUPID HEARTS COAT HANGER,50,2026-05-05 15:07:00,3.36,15299,France
540351,84406B,CREAM CUPID HEARTS COAT HANGER,16,2026-05-02 20:14:00,8.15,13132,Germany
540352,84406B,CREAM CUPID HEARTS COAT HANGER,6,2026-05-15 20:13:00,3.55,15179,UK
540353,22633,HAND WARMER UNION JACK,5,2026-05-23 12:12:00,6.88,13309,France
540354,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-05-03 14:11:00,9.72,14087,Italy
540355,71053,WHITE METAL LANTERN,7,2026-05-04 17:33:00,8.89,12514,Spain
540356,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2026-05-06 17:26:00,1.73,12920,UK
540357,22633,HAND WARMER UNION JACK,15,2026-05-13 20:18:00,1.57,12199,Italy
540358,71053,WHITE METAL LANTERN,30,2026-05-19 11:12:00,1.06,16319,France
540359,84406B,CREAM CUPID HEARTS COAT HANGER,39,2026-05-24 22:20:00,7.41,17477,Spain
540360,71053,WHITE METAL LANTERN,28,2026-05-11 05:38:00,5.98,12034,France
540361,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-05-13 19:34:00,1.15,14473,France
540362,71053,WHITE METAL LANTERN,24,2026-05-09 04:40:00,9.33,13335,UK
540363,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-05-26 05:13:00,2.66,13744,Spain
540364,71053,WHITE METAL LANTERN,27,2026-05-09 10:23:00,8.41,14829,Italy
540365,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2026-05-07 20:38:00,7.08,14955,UK
540366,22633,HAND WARMER UNION JACK,32,2026-05-07 00:16:00,8.0,12903,UK
540367,22633,HAND WARMER UNION JACK,26,2026-05-16 22:58:00,7.33,15693,Italy
540368,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2026-05-24 12:04:00,8.27,13705,UK
540369,22633,HAND WARMER UNION JACK,12,2026-05-11 09:31:00,2.53,16947,Spain
540370,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-05-12 15:07:00,5.16,12816,Italy
540371,71053,WHITE METAL LANTERN,42,2026-05-01 22:59:00,6.07,15448,Germany
540372,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-05-23 09:31:00,4.78,14312,Italy
540373,71053,WHITE METAL LANTERN,32,2026-05-25 22:37:00,5.25,12093,Spain
540374,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-05-07 01:13:00,3.03,17449,Spain
540375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2026-05-10 13:34:00,9.27,16448,Spain
540376,71053,WHITE METAL LANTERN,4,2026-05-23 16:52:00,6.11,12549,UK
540377,84406B,CREAM CUPID HEARTS COAT HANGER,22,2026-05-12 15:26:00,3.6,13433,UK
540378,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-05-12 07:06:00,6.33,15311,France
540379,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,2026-05-24 03:29:00,4.47,15863,Spain
540380,71053,WHITE METAL LANTERN,38,2026-05-19 16:16:00,8.39,14786,Spain
540381,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-05-21 00:59:00,2.43,13036,France
540382,71053,WHITE METAL LANTERN,6,2026-05-24 16:35:00,6.67,16910,UK
540383,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2026-05-06 21:07:00,9.23,14797,France
540384,71053,WHITE METAL LANTERN,48,2026-05-20 19:45:00,9.23,15742,Germany
540385,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2026-05-04 12:35:00,9.48,15251,Spain
540386,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-05-18 01:19:00,2.94,12447,UK
540387,22633,HAND WARMER UNION JACK,6,2026-05-20 04:22:00,2.21,13425,Spain
540388,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2026-05-08 09:01:00,7.94,13063,UK
540389,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-05-10 23:43:00,8.18,15334,Italy
540390,84406B,CREAM CUPID HEARTS COAT HANGER,41,2026-05-18 12:38:00,7.48,14296,Spain
540391,71053,WHITE METAL LANTERN,40,2026-05-14 21:04:00,1.4,14683,Italy
540392,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-05-23 23:00:00,2.69,12943,Italy
540393,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2026-05-07 20:57:00,7.01,12915,UK
540394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,2026-05-14 07:18:00,8.03,12105,Italy
540395,71053,WHITE METAL LANTERN,26,2026-05-18 21:07:00,9.29,12679,Germany
540396,22633,HAND WARMER UNION JACK,27,2026-05-03 08:12:00,7.48,17568,Italy
540397,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2026-05-19 23:17:00,5.22,13032,Spain
540398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2026-05-13 21:55:00,8.32,17813,France
540399,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-05-17 06:35:00,3.8,15650,France
540400,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-05-06 23:47:00,6.15,17503,Spain
540401,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2026-05-25 23:52:00,7.15,14837,Germany
540402,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-05-09 16:04:00,7.94,17083,UK
540403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-05-03 18:31:00,2.94,15127,France
540404,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2026-05-05 15:36:00,9.81,17384,Italy
540405,84406B,CREAM CUPID HEARTS COAT HANGER,17,2026-05-25 22:07:00,8.53,12092,Germany
540406,71053,WHITE METAL LANTERN,34,2026-05-09 15:11:00,4.22,12858,Germany
540407,71053,WHITE METAL LANTERN,31,2026-05-02 09:34:00,6.63,17864,Spain
540408,71053,WHITE METAL LANTERN,19,2026-05-02 22:25:00,9.16,12812,UK
540409,22633,HAND WARMER UNION JACK,8,2026-05-17 14:46:00,7.98,12368,Italy
540410,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2026-05-12 02:25:00,9.03,16331,Italy
540411,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2026-05-10 21:48:00,2.84,17573,France
540412,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2026-05-18 14:10:00,9.73,17139,Italy
540413,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-05-21 06:01:00,6.14,17828,Germany
540414,84406B,CREAM CUPID HEARTS COAT HANGER,12,2026-05-24 14:35:00,5.77,17786,Italy
540415,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-05-17 07:14:00,8.86,14355,Germany
540416,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-05-20 17:01:00,6.68,15769,Spain
540417,22633,HAND WARMER UNION JACK,1,2026-05-03 14:25:00,3.57,17245,UK
540418,84406B,CREAM CUPID HEARTS COAT HANGER,31,2026-05-05 06:34:00,2.41,13668,UK
540419,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-05-07 21:16:00,1.52,16860,Spain
540420,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-05-05 01:05:00,7.02,15281,France
540421,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,2026-05-21 21:40:00,9.98,14003,Italy
540422,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2026-05-21 19:00:00,8.98,16201,Germany
540423,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-05-12 23:53:00,6.72,13746,Spain
540424,22633,HAND WARMER UNION JACK,17,2026-05-23 18:16:00,3.38,15278,UK
540425,22633,HAND WARMER UNION JACK,9,2026-05-03 08:59:00,4.28,12559,Germany
540426,22633,HAND WARMER UNION JACK,48,2026-05-06 05:25:00,5.06,15719,Germany
540427,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-05-15 18:12:00,3.28,13487,UK
540428,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-05-05 01:59:00,6.25,12383,UK
540429,22633,HAND WARMER UNION JACK,7,2026-05-12 16:52:00,6.18,13123,UK
540430,71053,WHITE METAL LANTERN,34,2026-05-24 01:53:00,3.97,15896,Spain
540431,71053,WHITE METAL LANTERN,25,2026-05-21 10:25:00,1.09,16621,France
540432,22633,HAND WARMER UNION JACK,18,2026-05-01 18:16:00,8.48,13684,Spain
540433,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-05-05 23:42:00,9.94,13178,France
540434,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-05-24 07:10:00,9.22,13808,Germany
540435,22633,HAND WARMER UNION JACK,43,2026-05-19 01:27:00,9.72,17422,Spain
540436,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-05-17 19:23:00,7.44,13281,Germany
540437,71053,WHITE METAL LANTERN,43,2026-05-02 07:30:00,4.39,13522,Germany
540438,22633,HAND WARMER UNION JACK,32,2026-05-24 13:51:00,8.73,14218,Germany
540439,71053,WHITE METAL LANTERN,13,2026-05-20 13:55:00,8.35,16328,Spain
540440,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2026-05-24 01:48:00,9.79,17251,France
540441,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-05-25 21:02:00,5.46,16692,Spain
540442,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-05-05 01:11:00,7.38,14809,Spain
540443,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-05-15 07:40:00,7.33,13659,Italy
540444,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-05-21 06:04:00,3.35,17567,UK
540445,84406B,CREAM CUPID HEARTS COAT HANGER,15,2026-05-14 03:48:00,2.48,16431,Spain
540446,84406B,CREAM CUPID HEARTS COAT HANGER,5,2026-05-15 07:57:00,9.38,15724,Italy
540447,22633,HAND WARMER UNION JACK,24,2026-05-01 12:21:00,1.92,17929,Italy
540448,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-05-22 00:21:00,8.64,15343,Italy
540449,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-05-04 17:47:00,2.22,14307,UK
540450,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2026-05-08 11:23:00,1.72,14548,France
540451,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-05-02 00:28:00,8.22,15735,France
540452,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2026-05-20 00:17:00,1.33,13868,Germany
540453,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2026-05-18 12:36:00,3.4,13970,Spain
540454,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-05-10 18:31:00,7.9,16006,UK
540455,84406B,CREAM CUPID HEARTS COAT HANGER,14,2026-05-06 10:49:00,2.59,12386,UK
540456,22633,HAND WARMER UNION JACK,10,2026-05-02 10:41:00,4.75,16283,UK
540457,71053,WHITE METAL LANTERN,27,2026-05-18 23:35:00,2.49,14470,Germany
540458,22633,HAND WARMER UNION JACK,45,2026-05-22 19:49:00,7.86,15607,Italy
540459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2026-05-21 23:58:00,4.12,17841,Italy
540460,71053,WHITE METAL LANTERN,3,2026-05-07 21:56:00,2.68,17549,Spain
540461,22633,HAND WARMER UNION JACK,6,2026-05-13 16:34:00,4.81,17861,Italy
540462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-05-22 20:56:00,6.71,15519,Spain
540463,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-05-06 03:54:00,6.07,17502,UK
540464,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-05-17 07:41:00,8.99,13636,Spain
540465,71053,WHITE METAL LANTERN,8,2026-05-24 10:27:00,9.0,12051,UK
540466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-05-01 16:39:00,4.97,14647,Spain
540467,71053,WHITE METAL LANTERN,19,2026-05-13 19:50:00,9.87,15823,France
540468,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,2026-05-12 03:46:00,7.58,12004,Spain
540469,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2026-05-20 16:22:00,1.07,14200,France
540470,71053,WHITE METAL LANTERN,18,2026-05-17 17:27:00,5.07,13167,Italy
540471,22633,HAND WARMER UNION JACK,43,2026-05-15 08:54:00,7.78,12359,UK
540472,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-05-04 02:44:00,2.02,17107,France
540473,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-05-12 22:41:00,7.81,13816,Italy
540474,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2026-05-22 10:59:00,6.72,12067,UK
540475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-05-04 03:53:00,3.62,13078,Italy
540476,22633,HAND WARMER UNION JACK,13,2026-05-24 04:34:00,6.85,17856,Italy
540477,84406B,CREAM CUPID HEARTS COAT HANGER,9,2026-05-06 23:16:00,8.35,13633,Germany
540478,84406B,CREAM CUPID HEARTS COAT HANGER,46,2026-05-07 11:31:00,7.04,14070,Spain
540479,22633,HAND WARMER UNION JACK,14,2026-05-19 10:06:00,3.44,16475,France
540480,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-05-24 16:12:00,5.74,16783,Italy
540481,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-05-14 19:12:00,1.59,13490,Spain
540482,22633,HAND WARMER UNION JACK,15,2026-05-17 19:56:00,1.34,15883,Italy
540483,71053,WHITE METAL LANTERN,43,2026-05-06 07:10:00,4.58,12392,Spain
540484,71053,WHITE METAL LANTERN,22,2026-05-15 09:40:00,1.34,16679,UK
540485,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-05-22 15:44:00,6.81,17608,France
540486,22633,HAND WARMER UNION JACK,8,2026-05-02 09:29:00,7.13,15779,Italy
540487,71053,WHITE METAL LANTERN,4,2026-05-24 22:14:00,6.75,14133,Germany
540488,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-05-02 03:43:00,7.28,15550,Italy
540489,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2026-05-07 13:40:00,6.09,17299,France
540490,71053,WHITE METAL LANTERN,48,2026-05-26 02:51:00,6.79,16790,UK
540491,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2026-05-16 22:45:00,5.23,13502,UK
540492,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-05-17 09:14:00,1.76,12197,Italy
540493,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2026-05-22 15:13:00,3.84,17297,France
540494,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2026-05-17 20:08:00,5.67,14806,Germany
540495,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2026-05-01 21:03:00,8.72,15838,UK
540496,22633,HAND WARMER UNION JACK,2,2026-05-14 07:57:00,6.98,16098,Spain
540497,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2026-05-21 12:21:00,4.62,12788,Italy
540498,22633,HAND WARMER UNION JACK,23,2026-05-11 03:53:00,3.62,12484,France
540499,22633,HAND WARMER UNION JACK,6,2026-05-12 04:07:00,8.07,14463,UK
540500,71053,WHITE METAL LANTERN,18,2026-05-08 04:29:00,6.8,12379,Italy
540501,71053,WHITE METAL LANTERN,28,2026-05-03 20:00:00,7.41,15373,Italy
540502,22633,HAND WARMER UNION JACK,33,2026-05-06 07:43:00,8.06,15796,Spain
540503,71053,WHITE METAL LANTERN,34,2026-05-04 17:33:00,5.64,17200,Italy
540504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-05-19 00:26:00,7.26,15531,Italy
540505,71053,WHITE METAL LANTERN,14,2026-05-13 16:32:00,3.76,14731,France
540506,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2026-05-08 23:44:00,4.87,14595,Germany
540507,71053,WHITE METAL LANTERN,31,2026-05-17 11:27:00,4.02,12239,Germany
540508,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2026-05-10 19:25:00,5.83,15520,Spain
540509,84406B,CREAM CUPID HEARTS COAT HANGER,48,2026-05-11 17:49:00,6.6,15526,Germany
540510,84406B,CREAM CUPID HEARTS COAT HANGER,6,2026-05-13 23:30:00,4.28,13259,Italy
540511,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-05-12 22:46:00,3.71,15926,Germany
540512,71053,WHITE METAL LANTERN,47,2026-05-21 15:48:00,9.54,15929,Italy
540513,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-05-03 06:35:00,9.38,13495,UK
540514,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2026-05-14 23:35:00,3.56,13087,Germany
540515,22633,HAND WARMER UNION JACK,44,2026-05-26 00:30:00,5.44,13815,UK
540516,22633,HAND WARMER UNION JACK,10,2026-05-15 17:28:00,8.03,16935,Italy
540517,84406B,CREAM CUPID HEARTS COAT HANGER,31,2026-05-09 11:44:00,2.26,12501,UK
540518,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-05-09 23:43:00,8.96,14913,France
540519,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2026-05-10 00:24:00,1.17,13490,Spain
540520,71053,WHITE METAL LANTERN,27,2026-05-24 08:53:00,4.48,13700,UK
540521,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-05-13 19:30:00,7.62,17122,UK
540522,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-05-23 21:37:00,2.34,17839,France
540523,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-05-06 06:48:00,7.22,14687,UK
540524,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-05-21 15:34:00,3.68,15923,Spain
540525,71053,WHITE METAL LANTERN,12,2026-05-21 14:40:00,8.54,12700,France
540526,71053,WHITE METAL LANTERN,9,2026-05-12 23:31:00,8.92,14865,Germany
540527,71053,WHITE METAL LANTERN,29,2026-05-22 13:24:00,1.36,15633,Spain
540528,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-05-11 07:19:00,4.06,16850,UK
540529,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2026-05-16 15:53:00,2.09,14433,Germany
540530,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-05-08 15:30:00,2.97,16180,Germany
540531,71053,WHITE METAL LANTERN,18,2026-05-11 08:52:00,7.52,16862,Spain
540532,22633,HAND WARMER UNION JACK,19,2026-05-13 16:11:00,5.05,15227,France
540533,71053,WHITE METAL LANTERN,20,2026-05-04 15:32:00,8.22,12179,Germany
540534,71053,WHITE METAL LANTERN,45,2026-05-05 11:09:00,8.81,14161,UK
540535,71053,WHITE METAL LANTERN,41,2026-05-14 08:00:00,6.83,14882,France
540536,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-05-20 07:51:00,4.46,16484,Spain
540537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2026-05-24 08:20:00,6.95,14463,Germany
540538,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-05-23 14:29:00,6.17,16801,Italy
540539,71053,WHITE METAL LANTERN,11,2026-05-25 03:41:00,1.53,14330,France
540540,22633,HAND WARMER UNION JACK,28,2026-05-09 12:50:00,3.5,13486,France
540541,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-05-14 16:36:00,9.64,12099,UK
540542,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,49,2026-05-17 08:51:00,7.66,16940,France
540543,22633,HAND WARMER UNION JACK,33,2026-05-08 02:21:00,1.77,13957,France
540544,84406B,CREAM CUPID HEARTS COAT HANGER,23,2026-05-03 04:03:00,1.18,12601,Italy
540545,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-05-13 14:16:00,6.42,13817,Italy
540546,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-05-19 09:55:00,7.4,13618,France
540547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2026-05-02 16:47:00,3.13,15085,Spain
540548,84406B,CREAM CUPID HEARTS COAT HANGER,42,2026-05-15 22:52:00,7.14,12761,Spain
540549,22633,HAND WARMER UNION JACK,23,2026-05-20 17:17:00,5.27,14313,Italy
540550,71053,WHITE METAL LANTERN,47,2026-05-02 01:02:00,4.05,16193,Spain
540551,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2026-05-19 03:37:00,8.12,13998,Germany
540552,22633,HAND WARMER UNION JACK,30,2026-05-20 13:46:00,7.79,17562,France
540553,84406B,CREAM CUPID HEARTS COAT HANGER,6,2026-05-23 18:32:00,1.52,16678,France
540554,71053,WHITE METAL LANTERN,40,2026-05-21 12:02:00,2.41,17396,Germany
540555,84406B,CREAM CUPID HEARTS COAT HANGER,30,2026-05-13 21:11:00,9.03,13782,Germany
540556,22633,HAND WARMER UNION JACK,9,2026-05-08 20:56:00,4.48,15503,France
540557,71053,WHITE METAL LANTERN,28,2026-05-17 09:31:00,6.69,12889,Spain
540558,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2026-05-07 10:01:00,2.02,13259,Italy
540559,22633,HAND WARMER UNION JACK,41,2026-05-17 02:02:00,9.39,15827,UK
540560,85123A,WHITE HANGING HEART T-LIGHT HOLDER,40,2026-05-10 15:30:00,4.66,14819,UK
540561,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2026-05-03 00:41:00,4.74,14273,Italy
540562,84406B,CREAM CUPID HEARTS COAT HANGER,27,2026-05-02 07:06:00,1.8,16091,Spain
540563,71053,WHITE METAL LANTERN,32,2026-05-11 14:11:00,7.55,15438,Spain
540564,22633,HAND WARMER UNION JACK,33,2026-05-09 00:21:00,3.29,16048,Spain
540565,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-05-05 15:30:00,8.26,13289,UK
540566,84406B,CREAM CUPID HEARTS COAT HANGER,27,2026-05-05 00:58:00,4.2,14519,Germany
540567,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2026-05-10 19:50:00,9.99,14368,Spain
540568,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2026-05-07 15:33:00,8.78,12804,Germany
540569,71053,WHITE METAL LANTERN,19,2026-05-11 17:30:00,9.8,14907,UK
540570,22633,HAND WARMER UNION JACK,46,2026-05-19 13:16:00,7.46,13764,France
540571,84406B,CREAM CUPID HEARTS COAT HANGER,16,2026-05-02 17:49:00,2.93,14886,France
540572,22633,HAND WARMER UNION JACK,16,2026-05-17 11:36:00,1.44,16911,UK
540573,22633,HAND WARMER UNION JACK,17,2026-05-12 20:41:00,4.85,13845,Italy
540574,71053,WHITE METAL LANTERN,23,2026-05-13 10:22:00,6.94,15926,UK
540575,22633,HAND WARMER UNION JACK,36,2026-05-12 19:59:00,1.98,16519,France
540576,84406B,CREAM CUPID HEARTS COAT HANGER,2,2026-05-24 21:56:00,6.38,17463,Germany
540577,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2026-05-05 06:44:00,2.72,13998,UK
540578,22633,HAND WARMER UNION JACK,19,2026-05-10 13:22:00,1.13,17446,UK
540579,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-05-13 08:05:00,3.01,15991,Spain
